Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Shri Gang Indus,-50.09,129.99,,,,,,,15.74,11.43,11.43,11.43,11.43,102.1,127.09,134.08,,51.13,33.07,27.85,,0.33,4,,0.48,6,4.36,9.49,0,0,36.22,63.15,21.54,2.94,0.08,,1.82,Y,Y,N,N,0,0,0,0,0,0
Shri Keshav,50.67,365.58,14.6,8.28,18.02,4.47,-8.02,-2.54,35.67,14.12,15.81,15.81,17.87,16.27,12.55,13.67,10.12,42.53,18.87,23.14,16.65,1.74,2,3.57,2.91,8,8.72,2.36,0,0,60.99,36.5,0,2.8,0.66,1.88,1.69,Y,Y,N,Y,1,0,0,0,1,2
Shri Krishna,19.45,104.05,5.6,6.44,5.35,4.68,4.47,4.1,23.86,21.57,19.73,19.57,19.39,8.38,8.43,2.04,-1.53,7.92,18.31,12.02,15.21,1.3,3,1.27,4.07,4,17.49,15.41,0,0,54.88,45.12,0,2.36,0.3,0.62,3.01,Y,Y,N,Y,1,0,0,0,0,1
Shri Techtex,-26.44,148.2,21.45,35.63,28.61,,,,12.12,14.42,14.42,14.42,14.42,24.62,,,,-55.67,,,,,3,1.77,1.94,6,16.01,16,0,0,70.34,27.84,0,5.38,3.46,0.13,8.29,N,N,Y,Y,0,0,0,0,1,1
Shri Venkatesh,60.34,336.21,20.62,24.09,25.2,22.38,,,22.16,12.97,12.89,12.89,12.89,19.49,20.44,,,46.67,36.54,,,0.35,5,4.04,0.57,2,2.61,2.28,0.66,0,73.53,26.44,0,6.05,0.33,1.58,3.44,Y,Y,N,Y,1,0,1,0,1,3
Shriram AMC,96.43,533.63,-9.28,-11.5,-11.36,-13.68,-14.29,-14.13,,243.06,253.73,253.73,253.73,14.76,5.15,21.41,30.48,,-59.21,,-31.21,,5,6.88,64.76,3,-85.64,-69.6,0,0,62.55,37.43,0,11.91,4.67,0.01,-9.55,N,Y,Y,N,0,0,0,0,1,1
Shriram Finance,59.81,116286.44,15.93,17.27,15.34,14.87,15.45,14.92,14.83,11.73,11.52,11.85,14.34,27.83,18.56,18.79,15.69,30.33,14,21.55,13.85,0.63,5,2.22,3.02,3,20.33,19.75,1.46,22.96,25.4,5.07,0,1.48,2.28,3.97,1.65,Y,Y,N,Y,1,0,1,1,1,4
Shriram Pistons,88.64,8520.12,25.21,20.77,20.52,16.14,15.93,15.44,18.84,11.75,13.6,16.35,17.88,24.61,9.58,11.27,10.2,71.23,26.03,20.97,20.28,0.73,5,4.42,2.65,5,14.09,11.09,0.52,9.95,46.75,39.24,0,7.4,1.81,0.25,19.44,Y,Y,N,Y,1,0,1,0,1,3
Shriram Properti,11.16,1739.3,6.08,5.61,4.43,-0.24,,,22.83,22.04,22.04,22.04,22.04,26.07,5.87,,,42.91,27.97,,,0.77,5,1.36,1.97,8,8.71,10.03,0,0,27.94,67.79,0,2.12,0.39,0.51,1.71,Y,Y,Y,N,1,0,0,0,0,1
Shristi Infra,99.41,113.33,,,,,,,,,,198.34,193.23,-24.49,-17.87,-5.68,-2.76,-3.71,,,,,1,,1.33,6,-63.39,-38.83,0,0,74.95,25.05,18.51,0.18,0.35,,-0.93,N,N,Y,N,0,0,0,0,1,1
Shubhshree,,124.86,68.18,178.6,96.61,,,,37.84,27.63,27.63,27.63,27.63,705.72,,,,34.42,,,,,3,,1.33,4,3.51,4.13,0,0,73.45,18.79,0,23.39,1.77,0.08,22,Y,N,N,N,0,0,0,0,0,0
Shukra Pharma.,187.36,281.73,44.71,21.18,30.28,21.86,17.86,14.07,15.14,33.39,42.14,32,37.02,88.24,67.47,46.54,32.59,410.88,109.73,67.72,38.98,0.14,4,4.89,4.89,7,24.86,7.5,1.55,5.91,50.96,48.93,0,9.09,3.81,0.05,78.88,N,Y,Y,Y,1,0,0,0,0,1
Shyam Century,-19.9,330.57,0.45,15.88,17.73,13.84,12.96,11.45,,10.5,12.73,13.75,17.72,2.66,0.71,6.13,,-61.69,-40.76,-24.43,,,5,2.05,2.63,4,0.53,14.72,0,0,50.95,49.01,0,5.67,6.7,0.02,-12.06,N,Y,Y,N,0,0,0,0,0,0
Shyam Metalics,79.89,22259.37,12.07,12.61,18.09,18.54,,,20.19,7.49,10.09,10.09,10.09,27.97,23.43,,,0.48,7.24,,,1.81,4,2.31,1.65,6,7.74,6.53,0.56,12.09,74.59,15.36,0,4.66,0.45,0.06,9.66,Y,Y,Y,Y,1,0,1,0,1,3
Sicagen India,72.12,307.78,2.42,2.72,1.64,0.87,0.67,0.79,26.74,18.62,18.23,20.38,19.4,13.67,-0.61,1.62,2.52,69.69,193.45,5.54,10.5,0.14,6,0.67,0.36,6,1.37,1.31,0.77,22.63,60.39,36.58,0,3.61,1.57,0.26,2.42,Y,Y,N,Y,0,0,1,0,1,2
Sical Logistics,-8.36,1037.13,-165.1,,,,,,,,7.18,33.32,36.51,-24,-33.75,-19.76,-12.52,19.96,,,,,3,36.11,5.37,5,-30.71,-22.72,0,0,90,9.97,0,2.55,0.75,17.74,-0.63,N,Y,Y,N,0,0,0,0,1,1
Siemens,97.74,241323.28,15.36,13.79,13.58,12.35,11.99,11.75,99.54,81.71,79.3,73.55,71.6,22.1,7.14,7.53,4.7,35.72,16.18,15.18,26.77,6.15,3,17.35,12.13,8,10.53,10.2,0.15,18.63,75,9.42,6.67,19.98,1.85,0.01,76.42,Y,Y,Y,Y,0,0,0,0,1,1
Sigachi Indust.,15.28,1456.83,16.38,0,12.82,16.56,,,24.68,19.03,19.03,19.03,19.03,27.44,25.34,,,-23.82,-22.43,,,1,4,3.34,3.55,2,14.35,14.41,0.23,5.74,44.71,53.69,23.37,5.58,1.29,0.35,8.4,Y,Y,N,N,1,0,0,0,0,1
Sigma Solve,-30.79,358.48,46.75,34.65,42.71,,,,21.73,28.11,27.94,27.94,27.94,45.43,,,,70.65,,,,,4,11.86,5.54,5,27.72,27.52,0.14,3.18,73.22,26.78,0,19.56,3.6,0.16,59.78,N,Y,N,Y,0,0,0,0,1,1
SignatureGlobal,144.47,19254.88,-7.29,,,,,,638,1022.2,1022.2,1022.2,1022.2,147.26,,,,25.73,,,,,4,30.73,13.05,6,-2,-4.19,0,0,69.63,13.46,0,4.24,0.29,3.09,1.84,N,N,N,Y,0,0,0,0,1,1
Signet Industrie,2.46,197.26,7.22,6.48,6.05,6.37,7.36,9.01,15.48,12.65,11.57,10.81,13.12,13.62,4.45,4.15,7.07,6.66,2.32,-2.53,1.81,6.67,2,0.9,0.17,7,1.27,1.28,0.75,9.53,72.78,27.22,0,3.41,0.81,1.53,1.35,Y,Y,N,N,0,0,0,0,1,1
Signpost India,,1179.91,24.33,,,,,,26.28,29.75,29.75,29.75,29.75,,,,,,,,,,2,6.23,3,4,10.58,10.26,0.23,6.06,75,25.64,0,6.09,1.05,0.84,7.15,N,N,N,Y,0,0,0,0,1,1
Sika Interplant,114.54,1027.88,19.39,10.46,17.53,17.48,15.28,12.98,50.94,27.7,19.84,25.88,34.39,9.97,18.42,17.54,17.08,16.28,34.44,37.07,29.95,1.48,6,9.48,9.19,8,17.23,14.23,0.41,21.9,71.72,25.51,0,15.09,2.48,0,133.35,Y,Y,Y,Y,1,0,1,0,1,3
Sikko Industries,35.68,144.18,15.71,12.85,12.88,13.58,13.7,12.05,27.05,35.21,33.1,33.37,33.37,15.75,18.75,20.99,18.38,16.02,15.1,32.71,1.18,1.79,3,5.17,2.3,7,6.74,5.9,0,0,71.46,27.76,0,7.63,1.59,0.21,13.05,N,Y,Y,Y,1,0,0,1,1,3
SIL Investments,101.87,692.66,1.51,1.39,1.56,1.9,3.48,3.72,23.46,12.48,11.81,10.93,9.63,21.47,14.68,6.66,5.92,13.17,8.04,6.41,9.48,2.92,5,0.32,12.66,5,58.93,65.32,0.38,9.02,63.79,35.86,0,1.84,23.58,0,1098.5,Y,Y,N,N,0,0,0,0,1,1
Silicon Rental,62.93,273.13,22.6,31.42,32.51,33.72,,,21.26,14.99,14.99,14.99,14.99,66.31,49.75,,,-83.37,-54.48,,,0.26,3,4.35,4.32,5,20.32,29.39,0.38,7.96,73.67,25.28,0,8.82,4.05,0.09,36.92,Y,Y,N,N,1,0,0,0,1,2
Silver Touch,32.1,911.51,15.18,10.84,11.52,8.75,10.18,,50.87,64.51,65.44,57.61,57.61,13.79,1.25,8.97,,151.72,8.4,8.06,,6.06,4,8.08,3.79,8,7.04,5.98,0.07,0,74.36,25.64,1.49,11.83,2.8,0.1,16.47,N,Y,N,Y,0,0,0,0,1,1
Silverline Tech,,105.1,0.04,1.14,0.85,-1,-0.68,-0.4,,,,,,-20.48,-5.81,16.24,-0.99,26.1,-27.52,0,7.22,,3,4.26,50.77,4,0.58,7.87,0,0,0.01,98.83,0,3.02,1.3,1.46,,N,Y,N,N,0,0,0,0,0,0
Simm. Marshall,75.45,153.27,5.85,-8.02,-5.43,-14.42,-4.53,0.62,46.31,39.53,25.27,10.63,18.53,12.7,-0.27,3.14,5.54,28.3,-19.43,-15.02,-7.99,-2.38,3,4.27,0.79,8,1.04,-1.45,0,0,59.57,40.43,0,3.63,0.39,2.35,1.36,Y,N,Y,Y,1,0,0,0,0,1
Simplex Castings,529.17,220.88,4.62,10.6,5.96,-9.67,-9.02,-4.36,73.87,6.49,6.88,15.17,19.05,14.88,2.66,-8.05,-2.55,48.89,15.92,-6.17,-0.58,4.64,3,5.93,1.92,4,1.2,3.55,0,0,52.36,47.64,0,4.25,0.46,2.16,1.46,Y,N,Y,N,0,0,0,0,0,0
Simplex Infra,267.86,1380,-26.39,-100.32,-62.35,-37.32,-19.89,-10.71,20.18,18.07,6.69,8.49,16.98,-14.22,-25.66,-18.09,-13.04,22.89,,,,,2,5.95,1.07,3,-5.06,-28.12,0,0,49.82,49.09,0,1.05,0.85,30.95,-0.15,Y,N,N,Y,0,0,0,0,0,0
Sinclairs Hotels,14.14,448.63,16.02,13.06,11.89,9.44,9.79,9.61,23.72,28.48,27.99,23.06,23.14,47.91,4.08,2.47,9.51,113.81,17.38,12.99,19.48,1.53,3,4.18,8.31,6,33.8,29.27,1.14,24.95,62.66,37.28,0,7.73,0.45,0.09,23.74,N,Y,Y,Y,1,0,0,0,1,2
Sindhu Trade,-8.06,3359.86,2.93,0.02,0.53,,,,29.75,39.8,39.8,29.43,28.58,23.66,1.88,4,,43.59,22.52,3.1,,1.32,4,2.21,1.85,9,3.06,0.02,0,0,74.97,24.98,0,2.29,1.31,0.65,2.02,N,Y,Y,Y,1,0,0,0,1,2
Singer India,-22.77,509.52,2.89,2.71,4.47,7.34,9.1,10.29,103.98,83.11,34.01,31.26,30.48,0.87,-2.51,2.07,8.19,-30.53,-17.4,-10.32,-13.58,-6.83,3,3.49,1.21,6,0.95,0.63,0,0,31,68.23,0,6.53,1.34,0.01,21.21,Y,Y,Y,Y,0,0,0,1,0,1
Sintercom India,14.16,405.71,1.15,-0.07,-0.87,-2.11,0.12,,335.3,331.69,300.82,75.51,75.51,22.94,1.17,4.3,,30.59,-28.73,-7.08,,-12.48,3,4.02,4.53,8,1.31,-0.09,0,0,69.75,30.23,3.65,5.3,0.66,0.33,1.43,Y,N,N,Y,0,0,0,0,1,1
Sir Shadi Lal,163.97,188.48,-1.95,-9.7,-4.95,,,,,,10.1,6.17,3.63,-5.6,4.46,2.2,-0.12,10,11.64,,6.06,,5,0.29,0.4,6,-2.01,-5.36,0,0,61.77,38.23,0,1.27,0.04,0.08,-1.21,N,N,Y,Y,0,0,0,0,1,1
Sirca Paints,-18.14,1652.49,17.87,18.79,16.82,14.94,16.5,,33.9,41.09,41.02,38.36,38.36,30.34,21.78,20.88,,46.13,14.69,-42.61,,2.31,3,5.35,5.21,5,16.49,17.46,0.5,15.98,67.55,27.15,0,11.11,4.51,0,3272.5,N,Y,Y,N,0,0,0,0,1,1
SIS,-7.68,5605.6,7.9,15.57,13.09,17.44,17.76,17.69,34.02,18.14,19.37,23.74,23.95,10.34,11.57,15.82,14.77,-30.33,-2.31,7.23,-12.99,-12.89,2,2.32,0.45,6,1.53,3.02,0,0,71.85,9.34,0,4.78,1.18,0.69,2.64,Y,Y,N,N,1,0,0,0,1,2
Siyaram,,278.67,12.23,16.84,12.68,,,,37.06,17.78,17.78,17.78,17.78,43.9,,,,57.26,,,,,4,3.63,0.67,4,1.82,1.45,0,0,70.87,27.46,0,6.88,0.43,0.77,2.52,Y,N,N,Y,0,0,1,0,1,2
Siyaram Silk,2.76,2419.81,16.26,23.88,21.28,15.8,15.84,16.22,12.96,11.15,11.05,11.86,12.33,24.27,2.84,4.15,4.92,238.3,13.12,11.47,11.07,1.05,6,2.12,1.19,4,8.89,11.13,2.06,27.01,67.44,28.56,0,5.85,1.5,0.15,13.04,Y,Y,N,N,1,0,0,0,1,2
Sizemasters Tech,328.31,149.95,14.73,,,,,,73.87,139.3,139.3,139.3,139.3,,,,,,,,,,1,12.98,12.28,4,12.32,17.65,0,0,64.86,35.14,0,11.11,1.45,1.06,59.8,N,Y,N,N,0,0,0,0,1,1
SJS Enterprises,50.53,3139.64,16.98,16.52,,,,,33.18,25.81,25.81,25.81,25.81,,,,,,,,,,4,5.7,4.49,3,13.34,15.07,0.2,0,21.8,31.39,0,9.06,1.3,0.15,14.15,Y,Y,N,N,0,0,0,0,0,0
SJVN,54.58,42158.84,5.9,10.28,7.97,10.1,10.57,11.67,45.59,11.29,7.26,8.12,8.69,1.24,-0.5,-0.54,3.25,-24.03,-10.14,-8.09,-2.47,-4.5,5,3,15.19,5,31.95,47.27,1.68,77.61,81.85,11.48,0,2.48,1.17,1.44,3.34,Y,Y,N,N,0,0,0,0,1,1
SKF India,2.47,25189.14,21.94,24.81,23.16,20.54,19.73,18.57,45.28,46.13,43.27,40.47,34.98,19.61,8.53,8.21,7.22,22.91,10.56,13.41,12.5,4.29,4,9.39,5.44,5,12.06,12.18,2.55,116.48,52.58,11.86,0,14.6,2.22,0,619.23,N,Y,Y,N,0,0,0,0,1,1
SKIL Infrastr,15.7,116.52,,,,,,,6.82,43.08,43.08,43.08,43.08,,,,,25.43,12.72,9.26,7.11,0.54,4,0.59,,3,,-650.57,0,0,52.8,37.08,69.82,-0.18,0,9.88,2.19,N,N,Y,N,0,0,0,0,1,1
Skipper,129.82,5529.77,9.02,4.33,5.9,5.37,7.09,11,59.94,47.61,34.78,21.92,19.67,27.55,11.9,10.18,12.19,53.99,18.74,-7.03,10.72,3.2,5,6.39,1.45,9,2.28,1.64,0.02,1.41,66.48,28.89,0,5.09,0.64,0.65,1.81,Y,Y,N,Y,0,0,1,0,1,2
SKM Egg Prod.,-41.95,644.95,35.91,48.23,32.8,26.33,21.56,21.86,10.37,10.91,13.28,16,15.68,37.6,15.95,17.1,10.28,73.13,77.48,75.83,26.1,0.13,5,2.33,1.06,5,12.08,11.47,1.02,7.71,55.11,44.74,0,5.66,1.52,0.49,8.55,N,Y,N,Y,1,0,0,0,0,1
SKP Bearing,-9.53,356.82,,,,,,,33.41,34.16,34.16,34.16,34.16,,,,,,,,,,1,7.11,6.91,1,20.67,,0.51,0,73.49,23.99,0,8.57,1.99,0.5,14.64,N,N,N,N,0,0,0,0,1,1
SKP Securities,268.67,162.66,22.89,9.69,17.57,13.95,14.12,12.61,14.77,10.96,10.79,9.81,9.38,27.16,20.83,16.3,13.53,34.63,43.61,24.49,46.62,0.41,5,3.89,4.66,8,28.01,13.81,0.63,11.81,74.99,25.02,0,6,1.8,0,40.16,Y,Y,Y,Y,1,0,1,0,1,3
Sky Gold,409.65,5109.93,23.62,21.28,21.05,18.4,18.04,,100.12,32.96,32.75,27.51,27.51,29.94,16.69,40.14,,118.8,60.17,30.35,,1.49,5,19.34,2.44,5,2.32,1.61,0,3.27,58.24,34.07,0,19.5,0.61,1.3,3.8,Y,Y,N,Y,0,0,1,0,1,2
Sky Industries,138.8,122.42,12.19,5.11,10.89,8.95,9.85,9.33,21.98,16.56,16.38,13.32,11.82,15.58,7.17,7.89,4.15,41.87,3.55,-3.66,10.85,1.43,4,3.04,1.44,8,5.66,2.36,0.64,16.9,58.1,41.9,3.57,6.47,1.05,0.32,6.78,Y,Y,Y,Y,1,0,1,1,0,3
Smartlink Hold.,30.08,222.79,3.76,0.91,3.5,1.99,0.86,,28.34,25.43,26.64,32.6,32.6,43.8,14.15,10.58,3.38,-2.84,48.2,20.21,12.53,0.74,2,1.17,1.04,8,3.36,0.97,0,0,72.84,25.83,0,3.55,1.8,0.17,5.84,Y,Y,N,Y,1,0,0,0,1,2
SMC Global Sec.,80.84,1584.74,18.46,12.86,17.23,14.51,13.53,12.08,7.34,6.36,6.89,6.89,6.89,22.11,16.76,17.66,18.82,24.58,22.06,23.92,25.1,0.36,6,1.34,0.86,6,11.46,9.89,1.59,13.42,67.27,30.28,11.72,1.72,1.47,1.32,2.49,Y,Y,N,Y,1,0,1,0,1,3
SML ISUZU,25.16,2420.9,46.08,11.69,4.4,-9.63,-4.69,1.71,19.77,29.31,37.89,57.32,44.3,54.88,9.28,7.13,9.56,40.93,40.58,7.83,19.87,0.49,4,8.48,1.05,6,4.86,1.09,0.96,21.48,43.96,40.63,0,6.27,0.3,1.48,5.1,N,N,N,Y,1,0,0,0,0,1
Smruthi Organic,-29.62,141.59,5.21,6.1,9.03,14.99,13.34,10.21,372.61,31.67,22.93,20.97,20.99,0.3,-1.46,7.03,3.35,-40.58,-12.22,12.37,9.95,-30.67,2,2.03,1.18,5,2.81,2.93,1.21,47.84,63.87,36.13,0,4.22,1.09,0.17,1.43,Y,Y,N,N,0,0,0,0,1,1
SMS Lifesciences,182.64,432.33,3.66,6.12,6.75,7.87,,,26.08,16.39,16.26,16,16,4.83,-4.13,,,-22.45,-18.81,,,-1.39,5,2.45,1.33,5,2.07,3.11,0.1,4.98,71.41,28.57,0,3.75,0.51,0.57,3.23,Y,Y,N,N,1,0,0,0,1,2
SMS Pharma.,136.79,2375.34,9.53,0.83,8.25,9.67,10.51,11.32,42.06,38.03,24.32,19.63,17.25,7.99,8.81,7.12,3.19,-6.78,3.57,4.78,9.29,11.78,4,4.39,3.22,8,6.96,0.79,0.14,6.86,64.68,32.27,19.4,5.66,0.9,0.52,4.44,Y,Y,N,Y,0,0,0,0,1,1
SNL Bearings,13.75,142.87,13.63,15.98,16.22,15.44,18.13,21.16,16.31,12.39,12.55,13.77,12.36,9.35,3.25,5.18,7.56,9.04,-0.36,2.08,8.61,-45.31,6,2.4,2.97,6,16.23,17.09,1.77,32.31,74.39,25.6,0,6.54,4.8,0,1196,Y,Y,N,N,1,0,0,0,1,2
Snowman Logistic,34.97,1094.93,2.69,2.63,1.88,0.41,0.36,1.3,98.46,103.53,104.16,104.2,74.36,28.52,16.7,15,12.62,509.12,4.82,32.29,-9.36,20.43,4,2.62,2.13,6,2.24,2.66,1.53,131.46,47.61,48.79,0,4.13,1.08,0.66,1.89,N,Y,N,N,0,0,0,0,0,0
Sobha,125.45,15676.11,1.97,4.24,4.07,5.3,6.67,6.83,363.55,70.17,55.57,44.36,24.38,13.65,-2.09,4.81,3.6,-7.44,-30.16,-15.36,-14.13,-12.05,3,6.59,5.54,5,1.59,3.15,0.19,57.94,52.77,12.87,0,2.55,0.18,0.77,1.29,Y,Y,Y,N,0,0,0,0,1,1
Sobhagya Mercant,1697.87,113.42,27.98,35.51,36.57,45.31,45.16,44.86,10.92,2.17,2.11,2.11,2.11,39.59,391.94,212.05,,13.55,211.12,124.95,102.51,0.05,3,2.4,1.03,4,10.05,9.86,0,0,75,25,0,5.51,3.17,0.29,11.04,Y,Y,N,Y,1,0,0,0,1,2
Softrak Venture,392.6,129.02,4.88,0.69,1.95,1.1,0.79,,60.01,89.29,89.29,89.29,89.29,,119.97,,,186.84,,,,,2,2.85,1172.91,6,69.9,46.15,0.17,0,0,99.99,0,7.05,51.36,0,,N,Y,Y,Y,0,0,0,0,0,0
Softsol India,108.35,636.46,3.02,-0.75,1.58,2.48,2.36,1.88,31.08,17.86,14.2,15.85,18.49,23.46,9.83,10.13,2.61,-7.26,17.77,7.93,6.66,2.1,2,3.64,7.74,6,6.52,-1.4,0,0,73.47,26.53,0,7.06,1.35,0,15.09,Y,N,Y,Y,0,0,0,1,1,2
Softtech Enginee,48.52,436.75,2.87,3.91,4.05,4.94,,,128.83,44.66,38.19,37.15,37.15,23.75,4.65,,,-2.4,-20.48,,,-8.35,1,3.46,5.48,5,4.07,5.44,0,0,20.34,79.58,0,5.5,1.68,0.31,2.28,Y,Y,N,N,0,0,0,0,0,0
Solar Industries,99.8,94696.49,30.9,34.79,30.76,27.53,26.58,25.66,102.38,62.49,53.22,47.99,42.9,34.12,19.78,21.2,18.92,49.07,28.18,25.82,22.03,3.63,4,28.65,15.57,7,15.77,12.19,0.08,9.2,73.14,6.64,0.55,30.24,1.06,0.34,12.56,Y,Y,N,Y,0,1,1,0,1,3
Solara Active,159.42,3212.91,-33.5,-1.44,-11.28,-2.24,,,,23.15,24.45,23.35,23.35,-7.28,-1.45,,,,,,,,3,2.45,2.55,3,-31.63,-1.51,0,0,37.26,45.11,38,3.48,0.45,0.77,-1.28,N,N,N,N,0,0,0,0,0,0
Solex Energy,181.92,1425.28,20.82,7.46,11.55,12.3,15.24,,163.26,151.13,127.53,50.99,50.99,66.26,19.67,40.41,,49.19,1.72,15.16,,13.68,3,28.53,3.9,7,2.39,1.68,0.04,5.04,70.66,32.94,0,13.55,0.63,2.08,2.1,Y,N,N,Y,0,1,0,0,1,2
Som Distilleries,-22.59,1878.66,18.45,18.14,12.65,6.71,7.6,,20.12,25.66,23.36,23.18,24.26,64.52,26.63,26.67,,60.68,33.14,26.17,,0.58,5,3.34,1.33,7,6.75,7.48,0,0,35.33,64.09,0,5.06,0.87,0.3,12.8,N,Y,Y,N,1,0,0,0,0,1
Soma Textiles,130.34,147.23,1.94,,,,,,63.74,66.91,66.91,66.91,66.91,-23.56,-31.67,-35.79,-32.05,27.64,15.56,11.25,7.48,4.1,3,1.66,24.34,8,26.35,-45,0,0,74.98,24.94,0,3.32,0.75,0.02,8.97,N,Y,Y,Y,0,0,0,0,1,1
Somany Ceramics,-1.2,2707.67,12.89,8.71,11.37,10.21,10.41,12.18,29.51,32.38,32.22,30.72,33.16,16.42,8.72,6.01,7.61,13.51,13.92,0.33,12.6,2.24,3,3.76,1.05,7,3.83,2.66,0.45,12.69,55.02,19.68,0,4.4,0.55,0.52,3.83,N,Y,Y,Y,0,0,0,0,1,1
Somi Conv.Belt.,76.95,188.64,6.62,5.31,4.93,4.38,3.82,3.92,40.39,26.29,22.79,23.35,22.84,29.65,10.98,7.45,4.54,37.25,24.03,41.53,2.37,1.68,3,2.66,1.88,8,4.46,3.7,0,0,59.09,40.9,0,5.4,1.43,0.21,4.55,Y,Y,Y,Y,1,0,0,1,0,2
Sona BLW Precis.,26.86,43441.26,20.91,18.29,20,19.8,,,75.64,77.06,78.23,78.23,78.23,26.69,35.42,,,30.84,-32.42,,,3.1,5,8.31,12.49,6,16.24,14.67,0.44,34.69,28.04,7.44,0,13.78,5.89,0.04,23.27,N,Y,Y,Y,0,0,0,0,0,0
Sona Machinery,,194.47,27.26,103,44.84,,,,18.59,0.24,0.24,0.24,0.24,151.15,,,,-35.19,,,,,5,2.97,2.04,4,10.99,9.55,0,0,73.59,23.98,0,7.15,3.25,0.01,75,Y,N,N,Y,0,0,0,0,0,0
Sonal Mercantile,34,167.87,8.02,6.68,7.37,6.75,,,6.24,6.41,5.73,5.83,5.83,28.7,56.45,,,19.36,39.14,,,0.16,6,0.53,4.29,7,61.33,67.98,0,0,24.92,75.09,0,1.38,0.09,0.93,1.69,N,Y,N,N,0,0,0,0,0,0
Sonam,113.74,322.58,10.17,7.98,8.58,9.03,10.69,,53.06,25.99,25.27,23.92,23.92,3.25,6.21,12.55,,16.99,7.95,19.69,,6.67,4,5.45,3.48,9,6.32,4.85,0,0,72.28,28.11,6.94,8.27,0.84,0.4,4.45,Y,Y,Y,Y,0,0,1,0,1,2
Sonata Software,-0.98,16348.77,30.34,37.68,34.85,34.65,34.14,33.66,39.55,28.92,23.97,19.25,15.08,26.77,23.81,20.24,18.59,19.31,11.2,15.68,18.73,3.53,4,11.63,1.79,4,4.77,6.07,1.36,102.54,28.17,35.32,0,7.83,0.89,0.54,8.4,Y,Y,N,N,0,0,0,0,0,0
Sotac Pharma.,13.04,143.65,11.22,,,,,,30.05,36.09,36.09,36.09,36.09,28.55,,,,32.36,,,,,3,3.17,1.38,3,3.5,2.55,0,0,72.85,18.27,0,4.31,0.98,0.55,2.65,N,N,N,Y,0,0,0,0,1,1
Source Natural,169.88,150.95,9.52,12.73,12.73,16.11,15.3,14.93,79.87,29.44,29.61,29.67,30.55,3.14,16.34,7.99,19.65,-19.4,11.44,3.41,23.73,6.98,4,7.76,5.05,7,6.48,10.71,0,0,74.37,25.63,0,13.87,3.79,0,15.83,Y,Y,Y,N,0,0,0,0,1,1
South Ind.Bank,1.03,5889.24,13.81,12.37,9.52,6.66,6.4,6.96,4.86,6.65,6.9,8.95,11.46,5.64,4.61,5.69,5.56,158.66,30.18,12.95,6.1,0.14,6,0.67,0.65,6,12.43,10.72,1.33,7.33,0,83.26,0,0.59,5.25,11.99,1.29,N,Y,N,Y,0,0,0,0,0,0
South West Pinn.,-34.74,307.09,5.77,7.32,8.12,8.29,9.54,10.46,35.22,42.65,34.17,20.73,20.73,9.22,10.04,9.15,9.88,-10.3,-6.22,-12.1,-1.91,-5.67,3,2.47,2.2,5,5.24,6.71,0.68,19.7,73.61,26.02,0,4.31,1.22,0.75,2.34,N,Y,N,N,1,0,0,0,1,2
Spacenet Enterpr,-10.96,1229.34,17.77,7.25,,,,,116.97,272.78,177.32,131.53,131.53,,,89.71,13.21,,,12.39,7.94,,1,15.14,8.74,5,8.32,1.81,0,0,15.67,83.96,0,18.29,3.87,0.01,379.33,N,Y,N,Y,0,0,0,0,0,0
Spandana Sphoort,-48.5,3237.61,14.18,0.41,5.77,7.07,9.77,,7.93,24.93,19.88,19.57,19.57,16.79,17.28,29.43,23.46,48.45,4.85,-11.48,7.09,0.92,6,0.91,1.31,5,20.34,0.93,0,0,55.83,14.19,0,1.53,6.78,2.53,1.58,N,Y,N,Y,0,0,0,0,1,1
SPARC,-9.99,6668.59,-121.92,-143.65,,,,,,,,,269.03,-33.16,-16.2,-11.74,-7.63,,,,,,3,53.41,97.48,2,-514.48,-93.17,0,0,65.67,31.96,69.46,19.93,1,0.45,-201.92,N,Y,Y,N,0,0,0,0,1,1
Speciality Rest.,-15.22,749.7,7.44,37.19,17.52,6.47,0.33,-0.39,27.24,23.64,23.64,23.64,32.17,37.83,2.56,3.34,4.07,38.24,34.01,16.89,1.31,0.79,3,2.42,1.9,4,5.61,21.53,0.64,18.05,50.24,47.85,0,4.38,0.41,0.45,3.27,Y,Y,Y,N,1,0,0,0,0,1
