Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Balkrishna Inds,11.85,56207.94,17.55,13.79,17.58,18.11,18.07,18.4,34.5,34.02,32,31.14,28.53,17.45,12.45,14.09,9.54,7.38,13.87,12.2,11.74,2.49,2,5.98,5.57,7,15.37,10.24,0.55,21.02,58.29,6.52,0,8.65,0.93,0.33,17.55,Y,Y,N,Y,0,0,0,0,1,1
MRF,13.46,52046.76,12.55,4.87,7.36,8.68,9.33,12.34,25.22,36.54,27.56,25.68,22.98,15.91,9.4,9.41,7.47,15.49,11.81,4.1,9.33,2.14,4,3.12,2.01,8,7.83,3.04,0.16,4.07,27.77,41.88,0,5.41,0.5,0.17,8.82,N,Y,N,Y,0,0,0,0,0,0
Apollo Tyres,27.81,30488.02,13.22,8.4,9.21,7.97,8.08,10.01,17.96,19.17,18.86,17.97,14.76,13.41,7.66,9.81,6.58,34.94,13.64,3.51,2.88,1.12,4,2.19,1.2,9,6.9,4.16,1.25,22.13,37.36,20.97,1.16,3.99,0.61,0.35,6.22,N,Y,Y,Y,1,0,0,0,0,1
CEAT,30.15,11115.48,18.13,6.14,9.33,10.32,10.33,12.46,18.76,22.23,16.88,16.69,15.55,16.21,11.33,10.96,8.13,13.15,19.06,8.99,8.06,0.98,4,2.65,0.89,8,5.68,1.82,1.09,18.88,47.21,16.39,0,3.59,0.34,0.5,4.06,N,Y,N,Y,1,0,0,0,1,2
JK Tyre & Indust,25.65,10248.35,20.62,9.49,13.32,12.89,11.25,13.91,11.84,15.31,14.19,12.44,8.98,18.12,7.67,10.02,7.06,37.34,31.71,12.19,7.97,0.36,4,2.17,0.69,7,5.55,2.03,1.2,14.92,50.55,27.16,0,3.36,0.75,1.03,3.96,N,Y,Y,Y,1,1,0,0,1,3
I R C T C,23.17,64968,40.45,45.36,41.89,37.51,35.72,,54.61,66.01,69.08,68.94,68.94,76.5,17.96,15.9,,93.62,32.2,3.32,,1.7,3,20.11,14.8,6,27.04,27.85,0.8,46.79,62.4,16.14,0,19.9,1.95,0.02,93.27,N,Y,Y,N,0,0,0,0,1,1
TBO Tek,,17394.13,46.05,49.6,39.53,31.84,,,85.35,97.13,97.13,97.13,97.13,114.16,25.87,,,33.06,-34.51,,,1.86,1,,12.49,6,14.63,13.72,0,0,44.41,3.72,0,6.45,1.1,0.39,13.08,N,N,N,Y,0,0,0,0,1,1
Thomas Cook (I),47.42,8639.25,13.76,0.39,0.72,-1.69,1.06,-22.18,33.32,50.08,64.57,48.53,46.73,109.4,2.02,-2.58,18.95,41.49,19.12,26.29,7.91,1.34,3,4.2,1.15,8,3.72,0.21,0.22,10.9,63.83,21.64,0,3.95,0.81,0.2,4.72,N,N,Y,Y,1,0,0,0,1,2
Le Travenues,,5585.98,9.32,7.54,4.53,,,,90.53,133.31,133.31,133.31,133.31,69.13,74.64,,,-81.66,14.88,,,4.21,4,9.39,7.72,6,5.82,5.83,0,0,0,31.66,0,13.88,2.26,0.02,26.77,N,N,Y,N,0,0,0,0,0,0
Easy Trip Plann.,-27.5,5119.43,31.9,46.86,40.6,41.13,40.05,40.51,25.63,55.14,60.04,60.04,60.04,51.5,36.64,24.67,-5.03,37.04,48.38,-48.84,-24.82,0.52,4,8.03,10.55,6,33.94,34.16,0.35,14.87,50.38,44.47,0,13.06,2.81,0,81.61,N,Y,N,N,0,0,0,0,0,0
Interglobe Aviat,76.68,168650.31,,,,,,,25.44,20.92,23.8,23.46,20.92,67.58,19.31,20.59,20.01,46.46,101.59,23.63,-34.61,0.25,4,45.16,2.28,7,10.41,-1.42,0,0,49.29,4.64,0,4.24,1.17,15.86,2.45,Y,N,N,Y,0,0,1,0,1,2
SpiceJet,56.32,7288.95,,,,,,,,,,13.21,12.25,11.15,-5,1.87,1.23,19.07,-4.71,,5.59,,3,,1.08,5,-5.76,-16.96,0,0,29.14,39.63,52.78,1.13,0.26,,-0.09,N,N,N,Y,0,0,0,0,0,0
Indus Towers,98.52,90199.54,24.19,9.71,21.77,22.18,20.37,17.83,11.96,13.9,13.9,15.29,17.89,27.02,33.18,24.74,10.2,17.25,12.15,7.96,11.21,0.57,5,3.18,3.08,7,20.37,7.4,0,0,53,5.81,5.66,4.4,1.03,0.75,11.53,N,Y,Y,Y,1,1,0,1,1,4
K E C Intl.,42.25,23826.23,8.8,4.74,7.87,11.83,14.14,13.96,60.78,55.87,27.22,22.42,23.03,14.94,12.6,12.77,9.68,-14.19,-6.91,1.38,16.97,-8.8,2,5.62,1.18,6,1.74,1.01,0.45,29.66,50.1,9.97,0,3.89,1.03,0.97,1.76,Y,Y,N,Y,1,0,0,0,1,2
Kalpataru Proj.,85.05,19227.94,10.37,8.57,9.56,10.8,11.41,10.11,40.14,21.19,15.89,18.66,24.56,14.87,12.61,14.85,10.77,-3.04,0.59,17.46,15.27,23.07,2,3.74,0.96,8,2.64,2.36,0.68,25.5,35.24,8.14,24.73,3.14,1.14,0.78,2.23,Y,Y,N,Y,0,0,0,0,0,0
Adani Enterp.,19.09,310872.81,9.73,9.63,8.33,7.64,7.04,6.98,74.81,111.98,104.34,85.41,23.94,34.6,19.02,14.87,5.78,46.52,41.75,20.61,4.65,1.75,5,7.86,3.04,6,3.75,2.09,0.05,4.57,74.72,7.36,0,4.3,0.58,1.67,2.48,N,Y,N,Y,0,0,0,0,1,1
Avenue Super.,10.55,263690.05,14.48,15.95,14.12,13.46,14.03,14.39,98.15,117.81,123.33,123.04,124.9,28.13,20.48,23.04,26.91,31.62,21.96,26.17,29.37,4.27,5,13.09,4.81,5,4.96,5.54,0,0,74.65,7.91,0,22.69,0.8,0.04,61.9,N,Y,N,N,0,0,0,0,1,1
Trent,246.89,261690.32,27.16,11.94,15.2,9.46,8.75,7.72,208.9,182.69,183.43,167.92,164.79,68.36,36.3,31.58,18.16,100.91,54.41,39.73,57.94,3.7,5,64.33,18.89,8,7.31,3.59,0.04,7.65,37.01,22.98,0,62.28,0.52,0.43,7.32,Y,Y,N,Y,0,1,1,0,1,3
FSN E-Commerce,26.49,50616.69,2.44,1.42,2.58,3.22,,,1310.97,1504.53,1504.53,1504.53,1504.53,37.79,41.86,,,-74.5,15.32,,,48.39,5,40.07,7.54,5,0.62,0.41,0,0,52.18,15.86,0,26.9,0.59,0.77,1.95,N,Y,N,Y,0,0,0,0,1,1
Brainbees Solut.,,32179.03,-8.3,-14.13,-8.18,,,,,,,,,59.31,,,,,,,,,5,,4.97,4,-4.96,-9.59,0,0,0,66.3,0,8.73,0.91,0.45,-1.79,N,N,N,Y,0,0,0,0,0,0
Aegis Logistics,149.4,26235.5,15.13,15.91,15.92,14.21,14.83,15.39,44.93,26.75,32.17,33.77,33.68,22.39,4.64,8.7,3.43,35.99,19.28,23.91,24.2,2.19,4,6.37,3.71,5,9.42,5.81,0.87,32.37,58.1,17.29,0,6.24,3.56,1.06,8.48,Y,Y,N,Y,0,0,1,0,1,2
Cello World,,18228.54,44.21,125.45,,,,,54.22,58.08,58.08,58.08,58.08,23.99,,,,-95.32,,,,,3,15.24,8.98,6,17.67,15.86,0.18,9.62,75,3.73,0,18.07,1.35,0.32,190.12,N,N,N,Y,0,0,0,0,1,1
Honasa Consumer,,12989.71,,,,,,,101.36,100.34,100.34,100.34,100.34,56.54,153.54,,,25.99,14.88,,,1.05,5,11.53,7.07,7,6.86,3.44,0,0,34.98,28.23,0,15.61,1.82,0.1,20.21,Y,N,Y,Y,0,0,1,0,0,1
Redington,10.52,12545.92,16.78,21.87,20.48,18.64,17.78,17.44,10.59,10.09,9.79,9.57,10,16.2,13.93,11.73,12.33,16.63,17.72,15.18,13.77,0.59,5,1.66,0.14,5,1.38,1.81,3.86,39.77,0,23.84,0,5.66,1.02,0.39,5.01,Y,Y,N,N,1,0,0,0,0,1
Redtape,69.34,11930.97,31.34,34.96,,,,,74.49,56.41,56.41,56.41,56.41,,,,,,,,,,3,18.4,6.3,5,9.57,9.67,0,0,71.8,14.72,0,14.66,0.24,0.74,6.4,Y,N,N,N,0,0,0,0,1,1
MMTC,41.45,11011.5,9.97,49.15,,,,,45.53,59.27,73.67,74.25,74.25,-95.17,-83.72,-68.84,-59.47,20.4,5.48,20.23,18.54,8.31,1,6.77,52.82,4,4492.28,8.8,0,0,89.93,7.84,0,6,1.56,0.1,786.24,N,Y,Y,Y,0,0,0,1,1,2
V-Mart Retail,149.01,8598.81,-12.14,-1.18,-3.81,-1.5,2.12,4.03,,419.62,97.43,68.37,54.01,37.33,14.21,15.73,17.09,,,,,,4,11.51,2.97,2,-3.48,-0.41,0,0,44.31,6.89,0,6.42,0.24,1.86,0.37,N,Y,N,N,0,0,0,0,1,1
Medplus Health,-19.21,7864.41,4.1,3.26,4.98,5.21,5.7,,103.49,139.56,139.56,139.56,139.56,22.37,19.87,15.83,,-84.24,-61.32,-56.01,,2.69,4,4.98,1.35,6,1.12,1.05,0,0,40.39,16.85,54.17,7.54,0.43,0.64,1.88,N,Y,N,Y,0,0,0,0,1,1
Arvind Fashions.,70.38,7383.6,8.8,4.51,-4.92,-27.34,-17.78,,92.33,101,101,101.84,101.84,30.6,-1.71,18.58,,28.73,34.05,,,2.39,3,7.35,1.7,8,3.36,2.18,0.23,20.61,35.21,33.34,8.31,5.52,0.74,1.14,2.21,N,Y,Y,Y,0,0,0,0,0,0
Electronics Mart,12.63,7056.68,14.41,13.79,15.14,15.6,,,35.96,39.7,39.7,39.7,39.7,25.21,30.69,,,34.75,24.48,,,1.17,5,5.15,1.07,7,2.93,2.26,0,0,65.17,7.1,0,7.43,0.73,1.15,3.41,N,Y,N,Y,1,0,0,0,1,2
PDS,-24.11,6704.74,13.01,27.54,23.24,20.1,17.56,14.77,46.14,19.37,19.2,21.59,19.14,18.63,9.85,12.26,10.9,20.13,26.6,38.85,-33.76,1.71,3,5.38,0.62,2,1.96,3.09,1,28.72,61.69,27.62,0,6.37,0.98,0.9,3.06,Y,Y,N,N,1,0,0,0,1,2
Ethos Ltd,61.6,6531.63,10.94,13.95,12.04,10.09,,,74.27,69.27,69.27,69.27,69.27,37.23,17.63,,,135.34,33.74,,,1.69,5,7.39,6.27,6,8.3,7.63,0,0,51.21,20.88,0,12,2.48,0.16,8.03,Y,Y,N,Y,1,0,1,0,1,3
Entero Healthcar,,5890.58,4.98,,,,,,111.23,81.1,81.1,81.1,81.1,30.14,,,,26.12,,,,,4,3.6,1.43,6,1.01,-0.34,0,0,52.44,16.02,0,7.76,2.64,0.21,1.92,Y,N,Y,Y,0,0,1,0,1,2
Aditya Vision,65.64,5727.44,25.31,59.61,36.89,37.96,36.7,35.54,61.76,30.56,28.84,30.22,30.16,32.58,25.33,25.19,30.2,53.51,72.02,75.23,-12.85,0.9,6,11.73,2.88,3,4.52,4.85,0.2,23.45,53.23,25.17,0,14.85,0.73,0.65,4.54,Y,Y,N,N,0,0,0,0,1,1
Refex Industries,292.79,5585.89,23.87,,,,,,55.29,13.46,9.3,12.86,10.8,29.78,24.57,67.29,,27.32,21.72,110.59,,2.29,5,11.5,3.5,3,6.73,7.13,0.02,6.16,57.13,41.35,23.98,15.26,2.55,0.46,5.55,Y,Y,N,N,0,0,0,0,0,0
Lloyds Enterpris,6.05,5528.66,4.58,5.82,4.36,3.52,1.96,,50.73,40.66,64.44,71.47,71.47,962.06,130.97,54.09,,747.77,27.94,68.19,,1.74,2,2.09,4.05,4,9.5,18.44,0.23,10.82,73.91,25.82,0,4.73,1.42,0.16,24.98,Y,Y,N,N,1,0,0,0,1,2
Optiemus Infra.,91.19,5069.87,14.03,11.73,8.95,3.4,0.49,1.9,85.19,58.07,54.65,62.44,43.78,103.42,5.43,-0.09,-9.41,9.28,24.2,37.2,1.54,3.52,3,11.89,2.92,6,3.72,3.56,0,0,74.9,24.23,2.82,8.22,0.81,0.38,6.89,Y,Y,N,Y,0,0,0,0,1,1
PTC India,22.34,5069.76,9.57,9.03,9.85,9.87,9.34,9.49,9.88,7.11,5.9,6.08,6.8,-2.96,2.04,1.3,3.4,1.69,2.71,2.48,3.11,3.65,5,0.99,0.3,8,3.24,3.19,4.55,48.42,16.22,41.35,0,2.88,1.74,0.84,2.74,Y,Y,Y,Y,0,0,0,0,0,0
Page Industries,14.63,47988.04,38.35,46.44,45.32,44.13,44.7,45.55,83.31,80.02,80.87,79.86,73.97,17.38,9.94,11.57,14.45,18.62,8.1,11.46,14.06,10.29,4,30.06,10.38,7,12.42,12.12,0.86,72.48,44.29,5.35,0,32.62,0.75,0.12,18.54,Y,Y,N,Y,0,0,1,0,1,2
Aditya Bir. Fas.,39.03,32166.97,-20.24,-2.2,-10.04,-14.34,,,,96.71,84.95,84.95,84.95,38.67,11.51,,,4.34,,,,,3,7.56,2.26,2,-5.85,-0.82,0,0,49.25,15.89,0,3.4,0.38,2.34,0.03,N,N,N,N,0,0,0,0,1,1
K P R Mill Ltd,11.66,30858.97,19.49,22.87,23.32,23.08,22.53,22.42,38.3,27.72,23.24,20.03,17.76,19.77,12.36,11.57,9.84,15.59,20.21,16.81,19.83,2.04,4,7.08,5.09,5,12.97,12.74,0.55,21.22,70.68,6.39,0,11.7,1.11,0.27,15.84,Y,Y,N,Y,0,0,1,0,1,2
Vedant Fashions,-1.07,30833.57,26.68,34.03,29.58,25.38,,,80.15,75.94,75.94,75.94,75.94,34.28,11.3,,,16.59,3.17,,,4.51,2,19.25,23.8,4,29.28,31.18,0.67,49.85,74.96,3.93,0,22.07,1.74,0.28,11.36,Y,Y,N,N,0,0,0,0,1,1
Welspun Living,1.23,14333.2,15.62,4.77,12.09,13.5,13.68,17.97,20.79,23.45,19.36,16.79,13.98,9.66,8.2,5.54,8.36,8.89,13.9,0.81,23.22,1.58,4,3.17,1.43,8,6.94,2.42,0.07,1.43,66.24,18,0,4.93,0.75,0.58,6.88,N,Y,Y,Y,1,0,0,0,1,2
Raymond Lifestyl,,13474.78,177.41,18.65,153.27,,,,6.11,,,,,-41.35,,,,,,,,,4,,162.7,4,2661.59,17.78,0,0,54.67,24.78,9.37,10.37,0.78,0,1077.5,N,N,N,Y,0,0,0,0,0,0
Garware Tech.,20.43,7605.95,18.52,17.2,18.03,18.68,19.01,18.9,35.88,36.84,36.49,34.82,25.95,8.61,5.43,6.63,6.83,10.82,13.44,14.92,24.16,3.03,2,6.33,5.69,8,15.72,13.09,0.08,2.94,53,26.74,0,9.44,1.1,0.1,15.57,N,Y,N,Y,0,0,0,0,1,1
Shoppers Stop,3.24,7259.11,32.1,80.74,23.9,-27.11,-7.14,-5.41,363.68,95.44,95.44,102.97,94.23,35.14,3.82,2,1.5,32.05,4.49,23.02,27.37,79.23,2,27.63,1.62,4,1.89,2.83,0,0,65.57,4.68,9.81,3.07,0.18,11.16,1.1,Y,Y,N,N,0,0,0,0,1,1
Go Fashion (I),-4.56,6480.54,14.56,16.85,14.35,13.54,14.3,,75.59,74.15,74.15,74.15,74.15,44.92,21.74,31.14,,142.48,8.01,9.5,,3.52,4,9.92,7.98,5,10.73,12.14,0,0,52.78,2.62,16.33,10.78,2.32,0.75,3.59,Y,Y,N,N,0,0,0,0,1,1
Gokaldas Exports,-1.95,5989.25,10.27,19.58,16.01,14.45,12.9,10.06,47.69,24.47,20.82,20.61,18.19,25.25,15.16,14.35,7.72,44.73,20.68,18.61,19.43,1.56,3,4.11,2.14,1,4.7,7.02,0,0,9.39,29.82,0,5.68,0.62,0.62,4.06,Y,Y,N,N,1,0,0,0,0,1
Jindal Worldwide,-21.05,5604.55,11.05,19.52,17.12,14.26,14.16,15.11,70.04,64.76,54.46,48.3,40.46,2.2,-3.89,6.63,8.82,36.44,20.52,6.13,11.56,3.41,4,7.79,2.96,3,4.17,5.59,0.07,5.3,59.81,39.95,9.09,7.95,1.25,1.23,3.2,Y,Y,N,N,0,0,0,0,1,1
Alok Industries,18.3,10337.63,,,,,,,,,,,2.98,12.71,10.45,-6.35,-12.68,19.43,14.32,9.77,,,3,,2.24,4,-15.36,-12.92,0,0,75,22.16,0,-1.13,0.29,,-0.49,N,N,N,N,0,0,0,0,1,1
LS Industries,,8590.05,-5.29,-12.83,-6.84,-5.9,-5.82,,,,,,,33.3,-18.74,-34.92,,-7.11,6.99,2.4,,,2,140.57,26030.45,6,-737.78,-1962.22,0,0,74.28,24.38,0,145.83,2.41,0,,N,N,N,Y,0,0,0,0,1,1
Ganesha Ecosphe.,125.29,5176.49,4.82,11.27,8.55,,,,86.74,26.89,25.19,25.19,25.19,14.34,,,,-6.84,,,,,5,5.1,4.29,6,3.55,5.79,0.15,18.75,36.44,31.04,0,7.39,2.54,0.39,3.01,Y,Y,N,N,0,0,0,0,0,0
Grasim Inds,41.47,175921.34,6.9,8.85,8.67,8.45,7.73,7.92,32.33,18.32,17.62,18.17,15.9,19.68,11.15,20.23,16.55,10.26,18.78,4.46,8.15,1.79,2,1.94,1.32,4,7.78,9.42,0.38,11.81,43.11,25.04,0,1.56,0.55,1.55,2.38,Y,Y,N,N,1,0,0,0,1,2
Trident,-7.95,16276.84,8.16,10.96,13.69,12.7,12.37,12.34,49.42,38.95,30.4,24.49,18.13,14.54,5.34,5.68,5.89,1.89,-1.21,0.43,0.72,-40.84,4,3.77,2.31,3,5.11,6.97,1.13,52.49,73.19,22.76,0,5.75,0.77,0.49,3.67,Y,Y,N,N,1,0,0,0,1,2
Vardhman Textile,16.99,12372.34,7.09,9.74,12.31,10.93,11.05,11.77,16.86,13.04,12.85,11.7,9.81,15.68,6.68,6.72,4.49,14.61,-1,-0.63,-0.04,-19.38,4,1.36,1.3,1,6.64,7.91,0.93,0,64.19,13.18,0,4.35,0.98,0.2,12.01,Y,Y,Y,N,1,0,0,0,1,2
Arvind Ltd,77.9,8173.84,9.73,11.31,9.88,7.06,7.44,8.67,26.45,14.07,12.69,10.16,8.91,15.11,1.61,-2.47,1.21,282.34,5.66,0.21,-0.87,4.48,4,2.31,1.06,6,4.54,4.34,1.2,36.92,39.6,24.89,7.24,4.06,0.48,0.41,3.6,Y,Y,Y,Y,0,0,1,0,0,1
Indo Count Inds.,36.74,7168.58,17.52,16.33,19.2,19.19,17.28,20.69,20.96,14.22,12.93,10.36,12.46,12.19,12.96,7.44,9.26,10.35,41.49,5.5,10.59,0.5,4,3.43,1.91,7,9.56,9.18,0.61,12.89,58.74,26.89,0,6.13,0.73,0.46,7.04,Y,Y,N,Y,1,0,1,0,1,3
Lux Industries,41.79,5503.27,8.67,10.57,15.15,19.39,20.25,21.14,36.73,30.46,23.98,30.49,31.62,6.23,13.97,13.5,10.32,-26.05,1.82,9.26,13.48,6.75,3,3.48,2.36,6,5.68,6.2,0.11,4.69,74.19,19.81,0,7.15,1.74,0.11,12.94,Y,Y,N,N,0,0,0,0,1,1
LMW,17.93,16856.12,14.01,16.45,13.74,9.85,10.45,11.6,57.95,44.09,47.32,41.59,34.83,39.56,11.61,9.43,7.22,85.97,11.8,10.48,7.44,4.91,3,6.23,4.03,5,7.52,7.54,0.48,21.44,31.13,52.75,0,9.23,1.23,0,37604,Y,Y,N,N,0,0,0,0,0,0
Bharti Airtel,82.16,997779.2,14.93,12.05,11.31,12.36,9.19,8.94,83.54,69.33,65.65,92.44,59.69,14.23,13.17,6.67,5.74,-0.37,121.21,14.95,16.01,0.68,2,11.49,6.61,5,9.1,9.19,0.48,61.64,53.14,2.93,0,4.39,0.42,2.63,1.91,Y,Y,N,N,0,0,0,0,1,1
Bharti Hexacom,,71307.5,14.02,13.41,9.29,-1.17,,,114.98,53.96,53.96,53.96,53.96,15.49,14.43,,,34.45,18.89,,,5.13,3,,10.06,6,8.75,8.02,0.28,39.65,70,16.05,0,7.03,0.29,1.75,2.84,Y,N,N,Y,0,0,0,0,1,1
Vodafone Idea,-29.72,53390.06,,,,,,,,,,,36.41,0.55,2.83,2.63,4.87,7.54,-2.9,,,,2,,1.26,5,-75.18,-69.64,0,0,37.32,21.94,0,-0.34,0.24,,-0.2,N,N,N,N,0,0,0,0,1,1
Tata Comm,10.55,50661.6,65.21,141.55,126.04,,,,61.94,26.98,31.14,30.47,31.58,7.03,4.88,2.52,1.7,-5.37,72.66,-9.02,30.04,0.85,2,28.49,2.23,4,5.14,9.73,0.94,49.15,58.86,9.62,0,4.42,0.57,6.99,2.63,Y,Y,N,N,0,0,0,0,1,1
Tata Tele. Mah.,-20.27,13522.25,,,,,,,,,,,,4.52,-1.38,-11.04,-7.96,-0.46,-4.76,1.16,,,4,,10.51,6,-103.75,-103.78,0,0,74.36,23.16,0,-1.98,0.05,,0.24,N,N,N,Y,0,0,0,0,1,1
Railtel Corpn.,76.57,12696.32,15.24,11.99,13.09,12.54,12.33,,47.54,24.13,25.75,25.75,25.75,24.29,21.1,17.09,,23.57,14.79,10.94,,3.21,3,6.95,4.78,7,10.32,9.7,0.72,37.15,72.84,23.51,0,6.71,1.16,0.02,65.64,Y,Y,N,Y,0,0,0,0,1,1
Nazara Technolo.,8.09,6563.06,3.42,3.56,3.42,2.79,2.97,,78.62,106.98,110.33,110.33,110.33,35.83,46.32,29.13,,67.91,43.72,-35.37,,1.47,1,3.28,5.79,6,6.16,5.45,0,0,10.05,68.03,0,5.95,4.37,0.01,18.93,N,Y,N,Y,1,0,0,0,0,1
Tejas Networks,47.01,21568.56,2.06,-1.62,-0.55,-2.66,0.07,1.16,47.45,137.63,78.65,21,19.76,67.41,22.37,15.99,19.3,-3.02,-25.11,-19.85,22.7,-3.12,3,5.8,3.44,4,2.55,-4,0,0,55.42,30.24,0,5.37,0.81,0.78,5.57,N,Y,N,Y,1,0,0,0,1,2
ITI,-22.41,20327.56,-27.8,-14.7,-11.57,-5.72,-2.27,-1.33,,122.25,119.22,85.63,54.82,-18.82,-5.41,-2.68,5.95,,,,4.2,,3,11.62,12.5,3,-44.98,-25.87,0,0,90,2.02,0,3.82,0.86,1.03,-1.21,N,N,N,N,0,0,0,0,1,1
Astra Microwave,56.07,6921.49,15.05,11.36,11.47,9.79,8.92,10.54,51.27,54.81,45.25,38.71,21.28,12.35,25.37,12.86,5.69,56.4,101.32,10.26,7.42,0.49,3,7.16,7.44,6,13.32,8.55,0.27,15.69,6.54,72.79,0,10.37,1.66,0.25,6.15,N,Y,N,Y,1,0,0,0,0,1
Tata Consumer,10.55,96273.91,8.32,6.86,7.25,6.83,6.78,6.29,70.45,75.38,72.02,66.6,40.56,9.44,15.96,12.23,6.99,14.41,16.91,12.78,7.63,2.61,3,5.03,5.91,5,9.35,8.58,0.8,64.19,33.84,23.06,0,6.78,0.84,0.15,8.13,N,Y,N,Y,0,0,0,0,1,1
CCL Products,1.14,8417.6,15.77,20.67,17.88,18.05,18.54,19.52,32.27,30.35,28.49,27,27.02,28.78,19.67,15.35,13.98,10.98,9.97,9.2,14.48,3.21,1,5.03,3.04,3,9.42,13.71,0.71,23.94,46.09,22.73,0,6.14,0.75,0.97,4.49,Y,Y,N,N,0,0,0,0,1,1
EID Parry,60.05,13521.74,13.53,16.25,15.84,14.94,13.48,12.67,15.33,10.81,10.23,10.5,10.99,16.6,12.18,10.75,9.28,22.89,41.07,7.88,28.02,0.37,5,1.92,0.46,6,5.44,5.07,0.53,7.89,42.22,33.83,0,3.53,0.81,0.25,7.82,Y,Y,N,Y,1,0,1,0,1,3
Balrampur Chini,46.86,12251.22,13.77,10.01,13.63,16.05,17.47,18.15,23.07,20.2,16.22,13.76,14.5,5.15,5.47,7.1,7.7,-1.65,-2.85,-2.81,59.55,-4.41,3,3.6,2.18,8,7.75,6.08,0.49,11.32,42.9,17.79,0,5.88,0.08,0.59,9.57,Y,Y,N,Y,1,0,0,0,1,2
Triven.Engg.Ind.,5.91,8585.18,14.21,23.28,19.95,20.96,20.36,18.44,23.94,17.24,14.84,13.97,11.82,3.75,10.62,9.17,5.17,13.74,16.55,5.27,16.44,1.87,3,2.96,1.61,4,7.58,9.49,0.89,31.85,60.98,24.38,0,5.44,0.37,0.49,8.85,Y,Y,N,N,1,0,0,0,1,2
Sh.Renuka Sugar,-18.98,8467.13,,,,,,,,,0.86,0.86,0.86,26.07,20.22,-0.66,-0.21,,9.74,8.42,5.88,,3,,0.7,6,-5.53,-1.92,0,0,62.48,23.15,0,2.45,0.12,,0.45,N,N,N,N,0,0,0,0,1,1
Jindal Steel,39.63,91711.02,14.12,10.6,14.04,11.03,7.53,4.03,16.41,13.65,12.96,13.51,13.28,13.35,1.4,12.85,10.07,15.96,60.2,24.7,10.63,0.27,3,2.07,1.8,7,11.65,9.27,0.22,3.38,61.19,9.75,13.11,3.73,0.62,0.37,5.88,Y,Y,Y,Y,1,0,0,0,1,2
Kirl. Ferrous,23.79,9496.33,11.5,20.27,18.59,20.17,19.02,18.27,38.9,17.55,12.4,14.91,14.73,44.38,23.22,25.13,17.41,5.69,28.94,22.02,24.52,1.33,3,2.48,1.92,4,5.85,6.88,0.95,13,50.93,36.71,0,4.62,0.57,0.38,3.81,Y,Y,N,N,1,0,0,0,1,2
Ratnamani Metals,26.21,24133.73,21.63,21.05,19.61,18.73,18.03,,40.63,35.44,34.46,32.26,28.93,30.09,12.93,20,,31.08,19.69,23.21,,2.06,3,7.68,4.76,8,12.33,11.45,0.41,15.76,59.77,10.75,0,13.27,2.05,0.05,18.5,Y,Y,Y,Y,0,1,0,0,1,2
Sarda Energy,115.92,16294.11,14.11,18.69,20.28,18.19,17.21,15.3,29.99,5.94,5.84,5.78,5.82,20.72,10.73,15.23,9.29,12.07,21.24,26.32,19.66,1.45,3,4.19,4.35,6,13.33,14.28,0.22,6.74,73.16,20.28,0,6.65,1.97,0.35,6.47,Y,Y,Y,N,1,0,0,0,1,2
NMDC Steel,8.6,12809.68,-9.59,0,-6.29,,,,,,,,,,,,,,,,,,2,,2.53,1,-51.16,,0,0,60.79,18.59,0,1.42,0.47,0.43,-5.15,N,N,N,N,0,0,0,0,1,1
Usha Martin,30.5,11714.27,19.21,18.75,18.47,20.09,14.1,2.59,27.43,20.09,15.14,15.48,15.48,15.43,5.33,-2.61,-2.31,41.67,52.51,17.4,44.08,0.52,3,4.92,3.62,8,13.14,10.7,0.72,19.81,43.54,34.4,0,8.68,1.46,0.15,22.41,Y,Y,Y,Y,1,0,0,1,1,3
Gallantt Ispat L,291.01,8023.8,9.63,6.54,8.25,8.45,9.02,9.23,25.35,5.54,11.08,7.92,7.77,26.16,31.78,31.66,20.24,-19.94,1.07,16.18,17.48,0.99,5,3.27,1.84,8,5.33,3.47,0.3,10.71,68.93,30.96,0.31,7.44,1.3,0.19,16.82,Y,N,N,Y,1,0,0,0,1,2
Mah. Seamless,-17.61,7635.51,18.12,17.53,18.16,14.1,12.79,10.18,8.74,9.1,8.17,9.65,10.71,32.78,12.11,20.87,16.15,68.93,26.32,38.4,30.42,0.33,7,1.33,1.43,8,17.62,13.48,1.75,14.09,68.04,19.65,0,4.84,2.18,0,412.79,N,Y,Y,Y,1,0,0,0,1,2
